activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,applicant_ethnicity_2,applicant_ethnicity_3,applicant_ethnicity_4,applicant_ethnicity_5,co_applicant_ethnicity_1,co_applicant_ethnicity_2,co_applicant_ethnicity_3,co_applicant_ethnicity_4,co_applicant_ethnicity_5,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,aus_2,aus_3,aus_4,aus_5,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,RVDPPPGHCGZ40J4VQ731,39100,NY,36071,36071014202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,305000,95,7.375,1.104,2,12368.75,NA,8490.63,NA,8309.36,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,88,47,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,6801,33.94,115700,119,1849,2196,48
2022,RVDPPPGHCGZ40J4VQ731,45300,FL,12101,12101031410,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,325000,80,6.999,0.089,2,7509.95,NA,3081.5,3388.24,NA,360,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,78,45,2,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,3230,25.17,82100,89,460,877,32
2022,RVDPPPGHCGZ40J4VQ731,31140,KY,21111,21111011202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,1,1,2,2,2,205000,95,6.25,-0.181,2,7231.92,NA,5182.5,NA,2892.76,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,55,46,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,2,27,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,4193,67.9,84700,69,503,1016,48
2022,RVDPPPGHCGZ40J4VQ731,35154,NJ,34029,34029724000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,3,2,1,1,1,2,2,2,215000,65.21,6.375,-0.699,2,3273.72,NA,1014,NA,23.82,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,57,47,1,10,11,1,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,55-64,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,3643,51.19,128300,75,791,1103,55
2022,RVDPPPGHCGZ40J4VQ731,36500,WA,53067,53067012422,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,385000,80,6.125,-0.776,2,5461.86,NA,3152,NA,1242.6,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,179,<20%,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,55-64,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,7089,29.61,103500,76,1747,2336,27
2022,RVDPPPGHCGZ40J4VQ731,15804,NJ,34005,34005704015,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,0,2,1,1,1,2,2,2,335000,80,5.75,-0.455,2,7053.29,NA,3320,NA,3117.48,180,NA,NA,2,2,2,2,415000,1,1,3,5,1,NA,126,36,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,4068,32.06,112900,113,1155,1584,15
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13297,13297110200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,255000,80,6.25,0.1,2,5415.61,NA,3504.64,2416.64,NA,240,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,152,38,1,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5725,15.13,95700,103,1550,2144,26
2022,RVDPPPGHCGZ40J4VQ731,16740,SC,45091,45091060904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,1,2,1,1,1,2,2,2,305000,97,6.75,0.025,2,5945.8,NA,4095,NA,1969.59,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,113,36,9,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,6,NA,NA,NA,NA,2,2,2,1,2,2,25-34,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,7421,31.88,91700,119,2446,2556,25
2022,RVDPPPGHCGZ40J4VQ731,34980,TN,47189,47189030500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,315000,96.5,6.75,0.655,2,9019.46,NA,631.11,62.82,NA,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,64,50%-60%,3,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,<25,<25,No,No,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,7775,28.82,95600,65,1294,2384,31
2022,RVDPPPGHCGZ40J4VQ731,40140,CA,06065,06065043227,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Joint,1,2,2,3,1,1,2,2,2,775000,100,6,-0.573,2,37854.83,NA,15397.38,14383.38,NA,360,NA,NA,2,2,2,2,765000,1,1,3,5,1,NA,196,44,9,1,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,2,1,2,2,25-34,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,8221,58.58,87400,137,1508,1902,18
2022,RVDPPPGHCGZ40J4VQ731,31140,KY,21111,21111011520,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,385000,97,6.5,-0.145,2,6995.02,NA,4385.18,NA,3983.76,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,98,45,2,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,2,21,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5543,22.33,84700,170,1366,1575,15
2022,RVDPPPGHCGZ40J4VQ731,16700,SC,45035,45035010822,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,295000,85,6.44,-0.337,2,6869.44,NA,4488.9,4414.9,NA,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,61,45,2,10,1,14,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,3866,42.99,96400,121,758,877,15
2022,RVDPPPGHCGZ40J4VQ731,45820,KS,20177,20177003402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,1,1,2,2,2,165000,75,6.625,-0.499,2,1227.95,NA,74,NA,308.55,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,42,41,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,<25,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,4819,12.16,82700,125,1536,1545,36
2022,RVDPPPGHCGZ40J4VQ731,48424,FL,12099,12099002300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,285000,70,6.625,-0.244,3,10656.25,NA,6688,NA,1411.2,360,NA,NA,2,2,2,2,405000,1,2,3,5,1,NA,237,46,9,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,55-64,45-54,No,No,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,4157,60.5,90300,62,295,684,19
2022,RVDPPPGHCGZ40J4VQ731,36740,FL,12095,12095016811,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,325000,69.64,6.5,-0.549,2,6366.42,NA,2470.37,1382.37,NA,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,100,30%-<36%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,11616,84.9,80100,87,2253,3734,6
2022,RVDPPPGHCGZ40J4VQ731,40140,CA,06065,06065043810,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,515000,95,6.25,0.512,2,23160.13,NA,10363.68,NA,9349.68,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,149,38,9,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,45-54,45-54,No,No,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,5298,47.77,87400,136,1474,1738,16
2022,RVDPPPGHCGZ40J4VQ731,49020,VA,51840,51840000202,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,3,1,1,2,2,2,265000,72.22,6,-0.881,2,5364.77,NA,2724.8,1710.8,NA,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,73,30%-<36%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,>74,9999,Yes,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5987,19.33,96400,135,1604,2167,33
2022,RVDPPPGHCGZ40J4VQ731,35840,FL,12081,12081001916,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,255000,48.19,7.375,0.375,2,2718.88,NA,74,NA,549.2,360,NA,NA,2,2,2,2,535000,1,1,3,5,1,NA,116,20%-<30%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5392,25.39,90400,125,1395,1814,16
2022,RVDPPPGHCGZ40J4VQ731,27260,FL,12031,12031014423,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,3,2,1,1,1,2,2,2,415000,89.83,6.625,-0.134,2,9261.37,NA,5514.92,5440.92,NA,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,132,38,1,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,15930,43.12,86100,127,3993,4562,12
2022,RVDPPPGHCGZ40J4VQ731,19740,CO,08001,08001061200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,505000,90.91,6.25,0.292,2,13083.26,NA,1253.06,239.06,123.5,360,NA,NA,2,2,2,2,545000,1,1,3,5,1,NA,134,37,1,9,1,11,NA,NA,NA,1,11,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,35-44,35-44,No,No,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,3819,33.78,117800,135,833,1015,7
2022,RVDPPPGHCGZ40J4VQ731,42644,WA,53033,53033031910,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,3,2,1,1,1,2,2,2,575000,90,6.25,-0.682,2,10377.73,NA,6848,NA,5316.48,360,NA,NA,2,2,2,2,645000,1,1,3,5,1,NA,137,38,9,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,2,25,NA,NA,NA,2,25,NA,NA,NA,2,2,1,2,2,2,25-34,25-34,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3840,46.15,134600,81,1386,1316,26
2022,RVDPPPGHCGZ40J4VQ731,19740,CO,08031,08031004308,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,3,2,1,1,1,2,2,2,155000,43.66,6.5,-0.527,2,4582.8,NA,828.85,754.85,NA,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,100,20%-<30%,1,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,65-74,9999,Yes,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,4132,28.82,117800,93,548,540,53
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36087,36087011507,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,1,1,2,2,2,765000,95,7.25,0.709,2,26682.4,NA,22175.25,NA,5207.57,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,2439,44,2,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,2,2,2,2,<25,35-44,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,4384,17.52,99000,148,784,922,51
2022,RVDPPPGHCGZ40J4VQ731,26420,TX,48201,48201531600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,345000,90,6.5,-0.366,2,10377.3,NA,5953.75,NA,3490.72,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,181,20%-<30%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3007,42.57,90800,151,1042,1152,58
2022,RVDPPPGHCGZ40J4VQ731,42644,WA,53061,53061052810,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,455000,95,6.625,0.738,2,15052.07,NA,3718.37,2704.37,NA,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,111,41,1,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,1,2,2,45-54,25-34,No,No,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,3835,29.99,134600,92,1323,1457,40
2022,RVDPPPGHCGZ40J4VQ731,12420,TX,48491,48491020602,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,195000,59.94,6.375,-0.546,2,6785.17,NA,3824.74,2736.74,NA,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,56,40,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5115,47.88,110300,97,1188,1652,29
2022,RVDPPPGHCGZ40J4VQ731,36140,NJ,34009,34009022102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,325000,73.06,7.5,0.39,2,3566.55,NA,819.2,819.2,NA,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,71,49,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,55-64,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,7285,34.76,100800,90,2039,3446,37
2022,RVDPPPGHCGZ40J4VQ731,38900,OR,41051,41051009400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,445000,80,6.625,-0.422,2,5529.75,NA,3846.8,2758.8,NA,360,NA,NA,2,2,2,2,555000,1,1,3,5,1,NA,125,30%-<36%,9,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,6970,35.31,106500,75,2494,2885,40
2022,RVDPPPGHCGZ40J4VQ731,23420,CA,06019,06019005100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,365000,96.5,7.5,1.613,2,11131.76,NA,1014,NA,235.65,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,139,43,3,9,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,2,2,2,2,45-54,65-74,No,Yes,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,6032,80.8,72900,64,1030,1452,61
2022,RVDPPPGHCGZ40J4VQ731,38900,OR,41067,41067030803,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,0,2,1,1,1,2,2,2,155000,33.33,6,-0.308,2,4409.91,NA,1631.46,586.5,NA,180,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,147,49,1,9,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,6,NA,NA,NA,NA,2,2,2,1,2,2,>74,>74,Yes,Yes,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5257,22.71,106500,91,1974,2246,41
2022,RVDPPPGHCGZ40J4VQ731,40900,CA,06061,06061022002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,32,1,2,2,2,225000,45.27,7.25,0.179,2,2839.45,NA,1088,NA,237.75,360,NA,NA,2,2,2,2,495000,1,1,3,5,1,NA,61,41,3,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,>74,9999,Yes,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,6569,19.81,102400,104,2067,2839,37
2022,RVDPPPGHCGZ40J4VQ731,99999,OH,39007,39007000702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,2,2,115000,97,6.5,-0.255,2,3857.88,NA,1447.93,1373.93,NA,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,78,36,9,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,2,1,2,2,45-54,45-54,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,2836,12.48,74900,97,916,1238,66
2022,RVDPPPGHCGZ40J4VQ731,33124,FL,12086,12086010624,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,475000,95,6.5,-0.087,2,18432.95,NA,13136.5,NA,1615,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,98,43,3,10,1,13,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,2,5,2,4,35-44,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,3543,75.9,68300,196,739,934,57
2022,RVDPPPGHCGZ40J4VQ731,47664,MI,26125,26125136101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,1,3,2,1,1,1,2,2,2,215000,95,7.375,0.633,2,3154.33,NA,1002.48,NA,795.34,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,89,36,2,9,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,6,NA,NA,NA,NA,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,5674,52.78,102800,144,1462,1746,20
2022,RVDPPPGHCGZ40J4VQ731,31084,CA,06037,06037910404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,0,2,1,32,1,2,2,2,125000,27.27,5.875,-0.979,2,5177.15,NA,3099.2,211.2,NA,360,NA,NA,2,2,2,2,445000,1,1,3,5,1,NA,74,30%-<36%,1,10,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,3,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,4370,86.04,91100,67,611,942,38
2022,RVDPPPGHCGZ40J4VQ731,23420,CA,06019,06019005804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,3,2,1,1,1,2,2,1,245000,71.01,6.5,-0.276,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,345000,1,3,3,5,1,NA,266,49,1,9,3,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,6,NA,NA,NA,NA,6,NA,NA,NA,NA,2,2,3,3,2,2,55-64,65-74,Yes,Yes,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,6620,65.23,72900,124,1430,2075,45
2022,RVDPPPGHCGZ40J4VQ731,34940,FL,12021,12021011206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,645000,79.9,6.999,0.063,2,20223.08,NA,13704.03,13630.03,NA,360,NA,NA,2,2,2,2,815000,1,1,3,5,1,NA,160,46,2,10,13,1,NA,NA,NA,5,NA,NA,NA,NA,2,4,5,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,6900,68.59,98600,58,1245,1630,19
2022,RVDPPPGHCGZ40J4VQ731,35614,NY,36119,36119014100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,1,1,2,2,1,565000,75,7.999,1.259,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,755000,1,3,3,5,4,NA,130,30%-<36%,3,10,3,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,6525,67.82,99000,94,1120,2573,0
2022,RVDPPPGHCGZ40J4VQ731,15980,FL,12071,12071040303,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,3,2,1,32,1,2,2,2,195000,66.1,6.625,-0.374,2,5646.02,NA,2564.97,1581.45,NA,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,88,43,3,10,1,NA,NA,NA,NA,5,NA,NA,NA,NA,2,4,6,NA,NA,NA,NA,8,NA,NA,NA,NA,2,4,1,5,2,4,25-34,9999,No,NA,2,1,2,NA,NA,NA,NA,10,NA,NA,NA,6394,76.95,83200,69,1211,1852,0
2022,RVDPPPGHCGZ40J4VQ731,42644,WA,53061,53061041605,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,32,1,2,2,2,445000,66.92,6.75,0.419,2,11303.4,NA,1014,NA,677.2,360,NA,NA,2,2,2,2,655000,1,1,3,5,1,NA,121,38,9,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,1,2,2,2,25-34,25-34,No,No,2,1,3,NA,NA,NA,NA,10,NA,NA,NA,6006,35.35,134600,91,1546,1673,31
2022,RVDPPPGHCGZ40J4VQ731,12060,GA,13117,13117130204,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,2,2,145000,30.65,6.5,-0.486,2,2453.05,NA,1105.1,17.1,NA,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,72,43,1,9,2,NA,NA,NA,NA,3,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,6,NA,NA,NA,NA,2,2,1,2,2,2,45-54,>74,No,Yes,2,1,1,NA,NA,NA,NA,10,NA,NA,NA,6673,21.43,95700,124,1773,2305,15
